"ï»¿""Plot Title: ff2-107""",,,,
#,"Date Time, GMT+00:00","Wind Speed, mph","Gust Speed, mph",Wind Direction
367,1/29/2013 23:57,12.39,12.39,203.6
368,1/29/2013 23:57,11.83,11.83,207.8
369,1/29/2013 23:57,9.01,9.01,189.5
370,1/29/2013 23:57,10.13,10.13,202.2
371,1/29/2013 23:57,10.13,10.13,192.3
372,1/29/2013 23:57,10.69,10.69,200.8
373,1/29/2013 23:57,9.57,9.57,198
374,1/29/2013 23:57,10.69,10.69,182.5
375,1/29/2013 23:57,9.57,9.57,178.3
376,1/29/2013 23:57,9.01,9.01,171.3
377,1/29/2013 23:57,9.01,9.01,185.3
378,1/29/2013 23:58,9.57,9.57,178.3
379,1/29/2013 23:58,9.01,9.01,198
380,1/29/2013 23:58,9.01,9.01,198
381,1/29/2013 23:58,9.01,9.01,202.2
382,1/29/2013 23:58,9.57,9.57,206.4
383,1/29/2013 23:58,9.01,9.01,206.4
384,1/29/2013 23:58,9.01,9.01,200.8
385,1/29/2013 23:58,9.01,9.01,193.7
386,1/29/2013 23:58,10.69,10.69,198
387,1/29/2013 23:58,10.69,10.69,196.5
388,1/29/2013 23:58,13.51,13.51,195.1
389,1/29/2013 23:58,14.65,14.65,195.1
390,1/29/2013 23:58,13.51,13.51,189.5
391,1/29/2013 23:58,13.51,13.51,189.5
392,1/29/2013 23:58,12.39,12.39,193.7
393,1/29/2013 23:58,12.39,12.39,206.4
394,1/29/2013 23:58,12.95,12.95,202.2
395,1/29/2013 23:58,11.27,11.27,202.2
396,1/29/2013 23:58,9.57,9.57,202.2
397,1/29/2013 23:58,9.57,9.57,202.2
398,1/29/2013 23:59,9.57,9.57,193.7
399,1/29/2013 23:59,9.57,9.57,171.3
400,1/29/2013 23:59,8.46,8.46,188.1
401,1/29/2013 23:59,7.31,7.31,171.3
402,1/29/2013 23:59,10.69,10.69,161.5
403,1/29/2013 23:59,14.65,14.65,188.1
404,1/29/2013 23:59,17.47,17.47,196.5
405,1/29/2013 23:59,15.77,15.77,202.2
406,1/29/2013 23:59,14.65,14.65,200.8
407,1/29/2013 23:59,13.51,13.51,196.5
408,1/29/2013 23:59,14.65,14.65,196.5
409,1/29/2013 23:59,14.09,14.09,188.1
410,1/29/2013 23:59,13.51,13.51,200.8
411,1/29/2013 23:59,12.39,12.39,192.3
412,1/29/2013 23:59,11.83,11.83,181.1
413,1/29/2013 23:59,12.39,12.39,186.7
414,1/29/2013 23:59,10.69,10.69,192.3
415,1/29/2013 23:59,14.09,14.09,202.2
416,1/29/2013 23:59,13.51,13.51,192.3
417,1/29/2013 23:59,12.39,12.39,193.7
418,1/30/2013 00:00,10.69,10.69,185.3
419,1/30/2013 00:00,10.13,10.13,157.2
420,1/30/2013 00:00,11.27,11.27,171.3
421,1/30/2013 00:00,11.83,11.83,196.5
422,1/30/2013 00:00,11.83,11.83,202.2
423,1/30/2013 00:00,14.65,14.65,196.5
424,1/30/2013 00:00,14.09,14.09,193.7
425,1/30/2013 00:00,15.21,15.21,196.5
426,1/30/2013 00:00,14.09,14.09,192.3
427,1/30/2013 00:00,14.09,14.09,172.7
428,1/30/2013 00:00,12.95,12.95,167.1
429,1/30/2013 00:00,12.39,12.39,193.7
430,1/30/2013 00:00,11.27,11.27,185.3
431,1/30/2013 00:00,10.13,10.13,174.1
432,1/30/2013 00:00,11.27,11.27,174.1
433,1/30/2013 00:00,9.57,9.57,172.7
434,1/30/2013 00:00,6.76,6.76,176.9
435,1/30/2013 00:00,6.76,6.76,174.1
436,1/30/2013 00:00,11.27,11.27,178.3
437,1/30/2013 00:00,11.83,11.83,188.1
438,1/30/2013 00:01,11.83,11.83,192.3
439,1/30/2013 00:01,8.46,8.46,157.2
440,1/30/2013 00:01,10.69,10.69,186.7
441,1/30/2013 00:01,10.69,10.69,165.7
442,1/30/2013 00:01,10.13,10.13,195.1
443,1/30/2013 00:01,9.01,9.01,186.7
444,1/30/2013 00:01,10.13,10.13,188.1
445,1/30/2013 00:01,8.46,8.46,165.7
446,1/30/2013 00:01,6.76,6.76,176.9
447,1/30/2013 00:01,8.46,8.46,171.3
448,1/30/2013 00:01,10.69,10.69,186.7
449,1/30/2013 00:01,9.01,9.01,186.7
450,1/30/2013 00:01,7.31,7.31,185.3
451,1/30/2013 00:01,9.57,9.57,174.1
452,1/30/2013 00:01,11.83,11.83,178.3
453,1/30/2013 00:01,9.57,9.57,186.7
454,1/30/2013 00:01,10.13,10.13,198
455,1/30/2013 00:01,11.83,11.83,162.9
456,1/30/2013 00:01,8.46,8.46,182.5
457,1/30/2013 00:01,7.9,7.9,172.7
458,1/30/2013 00:02,10.13,10.13,186.7
459,1/30/2013 00:02,12.95,12.95,189.5
460,1/30/2013 00:02,13.51,13.51,200.8
461,1/30/2013 00:02,11.27,11.27,185.3
462,1/30/2013 00:02,12.39,12.39,176.9
463,1/30/2013 00:02,14.09,14.09,202.2
464,1/30/2013 00:02,12.39,12.39,186.7
465,1/30/2013 00:02,12.95,12.95,185.3
466,1/30/2013 00:02,12.95,12.95,181.1
467,1/30/2013 00:02,12.39,12.39,186.7
468,1/30/2013 00:02,14.65,14.65,182.5
469,1/30/2013 00:02,12.39,12.39,198
