"Plot Title: ff2-76"
"#","Date Time, GMT+00:00","Wind Speed, mph","Gust Speed, mph","Wind Direction, ø"
1,01/29/13 11:08:42 PM,142.52,28.72,198.0
2,01/29/13 11:08:45 PM,4.50,4.50,207.8
3,01/29/13 11:08:48 PM,7.31,7.31,192.3
4,01/29/13 11:08:51 PM,5.08,5.08,195.1
5,01/29/13 11:08:54 PM,4.50,4.50,185.3
6,01/29/13 11:08:57 PM,4.50,4.50,185.3
7,01/29/13 11:09:00 PM,2.82,2.82,186.7
8,01/29/13 11:09:03 PM,2.82,2.82,185.3
9,01/29/13 11:09:06 PM,2.26,2.26,193.7
10,01/29/13 11:09:09 PM,2.82,2.82,193.7
11,01/29/13 11:09:12 PM,3.94,3.94,195.1
12,01/29/13 11:09:15 PM,5.64,5.64,241.5
13,01/29/13 11:09:18 PM,5.08,5.08,198.0
14,01/29/13 11:09:21 PM,5.64,5.64,198.0
15,01/29/13 11:09:24 PM,4.50,4.50,186.7
16,01/29/13 11:09:27 PM,4.50,4.50,178.3
17,01/29/13 11:09:30 PM,3.94,3.94,186.7
18,01/29/13 11:09:33 PM,3.38,3.38,186.7
19,01/29/13 11:09:36 PM,3.38,3.38,186.7
20,01/29/13 11:09:39 PM,4.50,4.50,186.7
21,01/29/13 11:09:42 PM,3.38,3.38,192.3
22,01/29/13 11:09:45 PM,3.38,3.38,228.8
23,01/29/13 11:09:48 PM,3.38,3.38,172.7
24,01/29/13 11:09:51 PM,9.57,9.57,161.5
25,01/29/13 11:09:54 PM,6.20,6.20,158.6
26,01/29/13 11:09:57 PM,5.08,5.08,167.1
27,01/29/13 11:10:00 PM,6.76,6.76,172.7
28,01/29/13 11:10:03 PM,6.76,6.76,169.9
29,01/29/13 11:10:06 PM,5.64,5.64,181.1
30,01/29/13 11:10:09 PM,3.38,3.38,193.7
31,01/29/13 11:10:12 PM,5.08,5.08,172.7
32,01/29/13 11:10:15 PM,5.08,5.08,193.7
33,01/29/13 11:10:18 PM,6.20,6.20,188.1
34,01/29/13 11:10:21 PM,7.90,7.90,198.0
35,01/29/13 11:10:24 PM,7.31,7.31,207.8
36,01/29/13 11:10:27 PM,6.20,6.20,189.5
37,01/29/13 11:10:30 PM,7.31,7.31,189.5
38,01/29/13 11:10:33 PM,8.46,8.46,171.3
39,01/29/13 11:10:36 PM,6.20,6.20,171.3
40,01/29/13 11:10:39 PM,3.94,3.94,157.2
41,01/29/13 11:10:42 PM,3.38,3.38,185.3
42,01/29/13 11:10:45 PM,3.94,3.94,185.3
43,01/29/13 11:10:48 PM,3.94,3.94,186.7
44,01/29/13 11:10:51 PM,4.50,4.50,186.7
45,01/29/13 11:10:54 PM,3.94,3.94,192.3
46,01/29/13 11:10:57 PM,3.94,3.94,192.3
47,01/29/13 11:11:00 PM,4.50,4.50,200.8
48,01/29/13 11:11:03 PM,3.94,3.94,165.7
49,01/29/13 11:11:06 PM,4.50,4.50,143.2
50,01/29/13 11:11:09 PM,5.08,5.08,124.9
51,01/29/13 11:11:12 PM,2.82,2.82,112.3
52,01/29/13 11:11:15 PM,0.56,0.56,112.3
53,01/29/13 11:11:18 PM,1.12,1.12,116.5
54,01/29/13 11:11:21 PM,1.70,1.70,216.2
55,01/29/13 11:11:24 PM,0.00,0.00,216.2
56,01/29/13 11:11:27 PM,0.00,0.00,216.2
57,01/29/13 11:11:30 PM,1.70,1.70,212.0
58,01/29/13 11:11:33 PM,2.82,2.82,189.5
59,01/29/13 11:11:36 PM,2.82,2.82,172.7
60,01/29/13 11:11:39 PM,2.26,2.26,172.7
61,01/29/13 11:11:42 PM,2.82,2.82,174.1
62,01/29/13 11:11:45 PM,6.20,6.20,193.7
63,01/29/13 11:11:48 PM,7.31,7.31,178.3
64,01/29/13 11:11:51 PM,8.46,8.46,164.3
65,01/29/13 11:11:54 PM,5.64,5.64,155.8
66,01/29/13 11:11:57 PM,5.64,5.64,176.9
67,01/29/13 11:12:00 PM,6.20,6.20,172.7
68,01/29/13 11:12:03 PM,6.20,6.20,182.5
69,01/29/13 11:12:06 PM,5.64,5.64,186.7
70,01/29/13 11:12:09 PM,4.50,4.50,202.2
71,01/29/13 11:12:12 PM,3.38,3.38,198.0
72,01/29/13 11:12:15 PM,2.82,2.82,198.0
73,01/29/13 11:12:18 PM,2.82,2.82,198.0
74,01/29/13 11:12:21 PM,5.08,5.08,179.7
75,01/29/13 11:12:24 PM,6.20,6.20,176.9
76,01/29/13 11:12:27 PM,5.64,5.64,182.5
77,01/29/13 11:12:30 PM,5.64,5.64,185.3
78,01/29/13 11:12:33 PM,7.90,7.90,203.6
79,01/29/13 11:12:36 PM,7.31,7.31,171.3
80,01/29/13 11:12:39 PM,4.50,4.50,171.3
81,01/29/13 11:12:42 PM,3.38,3.38,178.3
82,01/29/13 11:12:45 PM,4.50,4.50,192.3
83,01/29/13 11:12:48 PM,4.50,4.50,226.0
84,01/29/13 11:12:51 PM,3.94,3.94,171.3
85,01/29/13 11:12:54 PM,4.50,4.50,193.7
86,01/29/13 11:12:57 PM,5.08,5.08,193.7
87,01/29/13 11:13:00 PM,6.20,6.20,174.1
88,01/29/13 11:13:03 PM,5.08,5.08,171.3
89,01/29/13 11:13:06 PM,4.50,4.50,172.7
90,01/29/13 11:13:09 PM,2.82,2.82,172.7
91,01/29/13 11:13:12 PM,4.50,4.50,178.3
92,01/29/13 11:13:15 PM,5.64,5.64,196.5
93,01/29/13 11:13:18 PM,5.08,5.08,169.9
94,01/29/13 11:13:21 PM,2.82,2.82,169.9
95,01/29/13 11:13:24 PM,1.70,1.70,169.9
96,01/29/13 11:13:27 PM,2.82,2.82,167.1
97,01/29/13 11:13:30 PM,3.94,3.94,169.9
98,01/29/13 11:13:33 PM,2.82,2.82,157.2
99,01/29/13 11:13:36 PM,1.12,1.12,157.2
100,01/29/13 11:13:39 PM,2.26,2.26,157.2
101,01/29/13 11:13:42 PM,3.94,3.94,157.2
102,01/29/13 11:13:45 PM,6.20,6.20,164.3
103,01/29/13 11:13:48 PM,9.01,9.01,147.4
104,01/29/13 11:13:51 PM,9.01,9.01,157.2
105,01/29/13 11:13:54 PM,8.46,8.46,167.1
106,01/29/13 11:13:57 PM,6.76,6.76,193.7
107,01/29/13 11:14:00 PM,4.50,4.50,192.3
108,01/29/13 11:14:03 PM,3.38,3.38,192.3
109,01/29/13 11:14:06 PM,2.26,2.26,193.7
110,01/29/13 11:14:09 PM,2.82,2.82,212.0
111,01/29/13 11:14:12 PM,2.82,2.82,212.0
112,01/29/13 11:14:15 PM,2.26,2.26,212.0
113,01/29/13 11:14:18 PM,2.82,2.82,209.2
114,01/29/13 11:14:21 PM,2.82,2.82,214.8
115,01/29/13 11:14:24 PM,2.82,2.82,203.6
116,01/29/13 11:14:27 PM,2.82,2.82,202.2
117,01/29/13 11:14:30 PM,2.26,2.26,192.3
118,01/29/13 11:14:33 PM,1.12,1.12,192.3
119,01/29/13 11:14:36 PM,0.56,0.56,192.3
120,01/29/13 11:14:39 PM,3.38,3.38,189.5
121,01/29/13 11:14:42 PM,5.08,5.08,179.7
122,01/29/13 11:14:45 PM,3.38,3.38,179.7
123,01/29/13 11:14:48 PM,2.82,2.82,181.1
124,01/29/13 11:14:51 PM,1.70,1.70,179.7
125,01/29/13 11:14:54 PM,0.56,0.56,179.7
126,01/29/13 11:14:57 PM,0.00,0.00,179.7
127,01/29/13 11:15:00 PM,0.56,0.56,179.7
128,01/29/13 11:15:03 PM,1.70,1.70,220.4
129,01/29/13 11:15:06 PM,3.38,3.38,206.4
130,01/29/13 11:15:09 PM,3.38,3.38,216.2
131,01/29/13 11:15:12 PM,2.82,2.82,216.2
132,01/29/13 11:15:15 PM,2.26,2.26,212.0
133,01/29/13 11:15:18 PM,2.82,2.82,172.7
134,01/29/13 11:15:21 PM,2.26,2.26,172.7
135,01/29/13 11:15:24 PM,2.26,2.26,172.7
136,01/29/13 11:15:27 PM,2.82,2.82,165.7
137,01/29/13 11:15:30 PM,3.94,3.94,165.7
138,01/29/13 11:15:33 PM,3.94,3.94,161.5
139,01/29/13 11:15:36 PM,2.82,2.82,161.5
140,01/29/13 11:15:39 PM,2.26,2.26,161.5
141,01/29/13 11:15:42 PM,1.70,1.70,161.5
142,01/29/13 11:15:45 PM,1.70,1.70,161.5
143,01/29/13 11:15:48 PM,1.70,1.70,161.5
