"Plot Title: ff2-102"
"#","Date Time, GMT+00:00","Wind Speed, mph","Gust Speed, mph","Wind Direction, ø"
1,01/29/13 10:45:28 PM,142.52,23.67,51.9
2,01/29/13 10:45:31 PM,7.90,7.90,172.7
3,01/29/13 10:45:34 PM,7.90,7.90,172.7
4,01/29/13 10:45:37 PM,7.90,7.90,212.0
5,01/29/13 10:45:40 PM,7.31,7.31,212.0
6,01/29/13 10:45:43 PM,6.76,6.76,172.7
7,01/29/13 10:45:46 PM,7.31,7.31,155.8
8,01/29/13 10:45:49 PM,9.01,9.01,174.1
9,01/29/13 10:45:52 PM,10.13,10.13,174.1
10,01/29/13 10:45:55 PM,9.01,9.01,192.3
11,01/29/13 10:45:58 PM,7.90,7.90,169.9
12,01/29/13 10:46:01 PM,7.31,7.31,188.1
13,01/29/13 10:46:04 PM,10.13,10.13,176.9
14,01/29/13 10:46:07 PM,11.27,11.27,179.7
15,01/29/13 10:46:10 PM,10.13,10.13,186.7
16,01/29/13 10:46:13 PM,10.13,10.13,171.3
17,01/29/13 10:46:16 PM,12.39,12.39,174.1
18,01/29/13 10:46:19 PM,11.83,11.83,206.4
19,01/29/13 10:46:22 PM,9.01,9.01,200.8
20,01/29/13 10:46:25 PM,11.27,11.27,200.8
21,01/29/13 10:46:28 PM,7.90,7.90,228.8
22,01/29/13 10:46:31 PM,6.20,6.20,174.1
23,01/29/13 10:46:34 PM,6.76,6.76,189.5
24,01/29/13 10:46:37 PM,10.13,10.13,237.3
25,01/29/13 10:46:40 PM,8.46,8.46,171.3
26,01/29/13 10:46:43 PM,8.46,8.46,158.6
27,01/29/13 10:46:46 PM,8.46,8.46,171.3
28,01/29/13 10:46:49 PM,7.90,7.90,179.7
29,01/29/13 10:46:52 PM,6.76,6.76,186.7
30,01/29/13 10:46:55 PM,5.64,5.64,124.9
31,01/29/13 10:46:58 PM,6.20,6.20,158.6
32,01/29/13 10:47:01 PM,6.20,6.20,169.9
33,01/29/13 10:47:04 PM,4.50,4.50,167.1
34,01/29/13 10:47:07 PM,5.64,5.64,144.6
35,01/29/13 10:47:10 PM,6.76,6.76,169.9
36,01/29/13 10:47:13 PM,10.13,10.13,186.7
37,01/29/13 10:47:16 PM,10.13,10.13,179.7
38,01/29/13 10:47:19 PM,8.46,8.46,195.1
39,01/29/13 10:47:22 PM,10.13,10.13,172.7
40,01/29/13 10:47:25 PM,10.13,10.13,172.7
41,01/29/13 10:47:28 PM,10.13,10.13,174.1
42,01/29/13 10:47:31 PM,10.13,10.13,174.1
43,01/29/13 10:47:34 PM,7.90,7.90,172.7
44,01/29/13 10:47:37 PM,5.64,5.64,202.2
45,01/29/13 10:47:40 PM,7.90,7.90,212.0
46,01/29/13 10:47:43 PM,9.57,9.57,172.7
47,01/29/13 10:47:46 PM,11.83,11.83,196.5
48,01/29/13 10:47:49 PM,11.83,11.83,179.7
49,01/29/13 10:47:52 PM,11.83,11.83,193.7
50,01/29/13 10:47:55 PM,11.27,11.27,153.0
51,01/29/13 10:47:58 PM,10.13,10.13,189.5
52,01/29/13 10:48:01 PM,10.13,10.13,186.7
53,01/29/13 10:48:04 PM,9.01,9.01,176.9
54,01/29/13 10:48:07 PM,9.01,9.01,188.1
55,01/29/13 10:48:10 PM,12.39,12.39,174.1
56,01/29/13 10:48:13 PM,10.69,10.69,203.6
57,01/29/13 10:48:16 PM,10.69,10.69,178.3
58,01/29/13 10:48:19 PM,9.01,9.01,171.3
59,01/29/13 10:48:22 PM,6.20,6.20,186.7
60,01/29/13 10:48:25 PM,6.20,6.20,153.0
61,01/29/13 10:48:28 PM,7.90,7.90,172.7
62,01/29/13 10:48:31 PM,12.95,12.95,167.1
63,01/29/13 10:48:34 PM,10.13,10.13,176.9
64,01/29/13 10:48:37 PM,10.13,10.13,179.7
65,01/29/13 10:48:40 PM,10.69,10.69,178.3
66,01/29/13 10:48:43 PM,12.39,12.39,178.3
67,01/29/13 10:48:46 PM,12.95,12.95,192.3
68,01/29/13 10:48:49 PM,10.69,10.69,153.0
69,01/29/13 10:48:52 PM,10.13,10.13,157.2
70,01/29/13 10:48:55 PM,9.57,9.57,181.1
71,01/29/13 10:48:58 PM,13.51,13.51,192.3
72,01/29/13 10:49:01 PM,12.95,12.95,188.1
73,01/29/13 10:49:04 PM,11.83,11.83,181.1
74,01/29/13 10:49:07 PM,13.51,13.51,182.5
75,01/29/13 10:49:10 PM,11.83,11.83,186.7
76,01/29/13 10:49:13 PM,10.13,10.13,192.3
77,01/29/13 10:49:16 PM,12.95,12.95,188.1
78,01/29/13 10:49:19 PM,13.51,13.51,189.5
79,01/29/13 10:49:22 PM,14.09,14.09,195.1
80,01/29/13 10:49:25 PM,11.27,11.27,174.1
81,01/29/13 10:49:28 PM,9.57,9.57,198.0
82,01/29/13 10:49:31 PM,9.57,9.57,165.7
83,01/29/13 10:49:34 PM,9.01,9.01,171.3
84,01/29/13 10:49:37 PM,8.46,8.46,196.5
85,01/29/13 10:49:40 PM,9.01,9.01,195.1
86,01/29/13 10:49:43 PM,9.01,9.01,179.7
87,01/29/13 10:49:46 PM,9.57,9.57,176.9
88,01/29/13 10:49:49 PM,10.13,10.13,165.7
89,01/29/13 10:49:52 PM,10.13,10.13,185.3
90,01/29/13 10:49:55 PM,9.01,9.01,169.9
91,01/29/13 10:49:58 PM,10.69,10.69,167.1
92,01/29/13 10:50:01 PM,9.57,9.57,174.1
93,01/29/13 10:50:04 PM,8.46,8.46,189.5
94,01/29/13 10:50:07 PM,7.31,7.31,186.7
95,01/29/13 10:50:10 PM,7.31,7.31,198.0
96,01/29/13 10:50:13 PM,7.90,7.90,179.7
97,01/29/13 10:50:16 PM,10.13,10.13,198.0
98,01/29/13 10:50:19 PM,9.57,9.57,157.2
99,01/29/13 10:50:22 PM,9.57,9.57,157.2
100,01/29/13 10:50:25 PM,7.90,7.90,174.1
101,01/29/13 10:50:28 PM,9.01,9.01,182.5
102,01/29/13 10:50:31 PM,9.01,9.01,189.5
103,01/29/13 10:50:34 PM,7.31,7.31,178.3
104,01/29/13 10:50:37 PM,10.13,10.13,186.7
105,01/29/13 10:50:40 PM,11.27,11.27,179.7
106,01/29/13 10:50:43 PM,10.69,10.69,172.7
107,01/29/13 10:50:46 PM,12.39,12.39,189.5
108,01/29/13 10:50:49 PM,10.69,10.69,202.2
109,01/29/13 10:50:52 PM,10.69,10.69,193.7
110,01/29/13 10:50:55 PM,10.69,10.69,179.7
111,01/29/13 10:50:58 PM,8.46,8.46,185.3
112,01/29/13 10:51:01 PM,9.01,9.01,176.9
113,01/29/13 10:51:04 PM,9.01,9.01,151.6
114,01/29/13 10:51:07 PM,10.13,10.13,171.3
115,01/29/13 10:51:10 PM,10.69,10.69,185.3
116,01/29/13 10:51:13 PM,10.69,10.69,186.7
117,01/29/13 10:51:16 PM,9.01,9.01,207.8
118,01/29/13 10:51:19 PM,8.46,8.46,207.8
119,01/29/13 10:51:22 PM,6.76,6.76,196.5
120,01/29/13 10:51:25 PM,7.90,7.90,214.8
121,01/29/13 10:51:28 PM,8.46,8.46,182.5
