"Plot Title: ff2_82"
"#","Date Time, GMT+00:00","Wind Speed, mph","Gust Speed, mph","Wind Direction, ø"
1,01/29/13 10:39:02 PM,142.52,24.79,136.2
2,01/29/13 10:39:05 PM,10.69,10.69,196.5
3,01/29/13 10:39:08 PM,11.27,11.27,174.1
4,01/29/13 10:39:11 PM,7.31,7.31,172.7
5,01/29/13 10:39:14 PM,10.13,10.13,202.2
6,01/29/13 10:39:17 PM,10.13,10.13,169.9
7,01/29/13 10:39:20 PM,5.64,5.64,169.9
8,01/29/13 10:39:23 PM,4.50,4.50,174.1
9,01/29/13 10:39:26 PM,7.90,7.90,196.5
10,01/29/13 10:39:29 PM,6.76,6.76,157.2
11,01/29/13 10:39:32 PM,9.01,9.01,185.3
12,01/29/13 10:39:35 PM,10.13,10.13,169.9
13,01/29/13 10:39:38 PM,9.57,9.57,171.3
14,01/29/13 10:39:41 PM,7.90,7.90,153.0
15,01/29/13 10:39:44 PM,9.01,9.01,155.8
16,01/29/13 10:39:47 PM,11.83,11.83,167.1
17,01/29/13 10:39:50 PM,12.39,12.39,153.0
18,01/29/13 10:39:53 PM,9.01,9.01,143.2
19,01/29/13 10:39:56 PM,8.46,8.46,157.2
20,01/29/13 10:39:59 PM,9.57,9.57,157.2
21,01/29/13 10:40:02 PM,7.90,7.90,164.3
22,01/29/13 10:40:05 PM,8.46,8.46,174.1
23,01/29/13 10:40:08 PM,9.01,9.01,169.9
24,01/29/13 10:40:11 PM,6.76,6.76,172.7
25,01/29/13 10:40:14 PM,8.46,8.46,171.3
26,01/29/13 10:40:17 PM,9.57,9.57,167.1
27,01/29/13 10:40:20 PM,11.27,11.27,150.2
28,01/29/13 10:40:23 PM,7.90,7.90,172.7
29,01/29/13 10:40:26 PM,7.31,7.31,161.5
30,01/29/13 10:40:29 PM,10.13,10.13,162.9
31,01/29/13 10:40:32 PM,10.13,10.13,172.7
32,01/29/13 10:40:35 PM,12.95,12.95,172.7
33,01/29/13 10:40:38 PM,12.95,12.95,157.2
34,01/29/13 10:40:41 PM,11.27,11.27,185.3
35,01/29/13 10:40:44 PM,12.39,12.39,165.7
36,01/29/13 10:40:47 PM,11.27,11.27,153.0
37,01/29/13 10:40:50 PM,7.31,7.31,147.4
38,01/29/13 10:40:53 PM,11.27,11.27,157.2
39,01/29/13 10:40:56 PM,9.01,9.01,157.2
40,01/29/13 10:40:59 PM,6.76,6.76,158.6
41,01/29/13 10:41:02 PM,9.57,9.57,153.0
42,01/29/13 10:41:05 PM,9.01,9.01,157.2
43,01/29/13 10:41:08 PM,8.46,8.46,176.9
44,01/29/13 10:41:11 PM,11.83,11.83,165.7
45,01/29/13 10:41:14 PM,12.95,12.95,169.9
46,01/29/13 10:41:17 PM,10.69,10.69,171.3
47,01/29/13 10:41:20 PM,10.13,10.13,178.3
48,01/29/13 10:41:23 PM,9.57,9.57,178.3
49,01/29/13 10:41:26 PM,10.13,10.13,195.1
50,01/29/13 10:41:29 PM,9.01,9.01,185.3
51,01/29/13 10:41:32 PM,9.01,9.01,155.8
52,01/29/13 10:41:35 PM,6.76,6.76,140.4
