"Plot Title: ff2-98"
"#","Date Time, GMT+00:00","Wind Speed, mph","Gust Speed, mph","Wind Direction, ø"
1,01/29/13 11:02:29 PM,142.52,32.68,286.4
2,01/29/13 11:02:32 PM,12.95,12.95,200.8
3,01/29/13 11:02:35 PM,12.95,12.95,186.7
4,01/29/13 11:02:38 PM,11.27,11.27,192.3
5,01/29/13 11:02:41 PM,11.27,11.27,186.7
6,01/29/13 11:02:44 PM,12.39,12.39,193.7
7,01/29/13 11:02:47 PM,10.69,10.69,193.7
8,01/29/13 11:02:50 PM,11.27,11.27,206.4
9,01/29/13 11:02:53 PM,12.39,12.39,193.7
10,01/29/13 11:02:56 PM,12.95,12.95,193.7
11,01/29/13 11:02:59 PM,13.51,13.51,195.1
12,01/29/13 11:03:02 PM,11.83,11.83,192.3
13,01/29/13 11:03:05 PM,11.27,11.27,196.5
14,01/29/13 11:03:08 PM,10.69,10.69,209.2
15,01/29/13 11:03:11 PM,10.69,10.69,220.4
16,01/29/13 11:03:14 PM,8.46,8.46,206.4
17,01/29/13 11:03:17 PM,7.90,7.90,186.7
18,01/29/13 11:03:20 PM,9.01,9.01,193.7
19,01/29/13 11:03:23 PM,7.90,7.90,193.7
20,01/29/13 11:03:26 PM,9.57,9.57,196.5
21,01/29/13 11:03:29 PM,10.13,10.13,186.7
22,01/29/13 11:03:32 PM,9.57,9.57,186.7
23,01/29/13 11:03:35 PM,9.01,9.01,193.7
24,01/29/13 11:03:38 PM,7.90,7.90,200.8
25,01/29/13 11:03:41 PM,6.76,6.76,200.8
26,01/29/13 11:03:44 PM,6.76,6.76,202.2
27,01/29/13 11:03:47 PM,6.76,6.76,207.8
28,01/29/13 11:03:50 PM,5.64,5.64,185.3
29,01/29/13 11:03:53 PM,7.90,7.90,200.8
30,01/29/13 11:03:56 PM,6.76,6.76,203.6
31,01/29/13 11:03:59 PM,6.76,6.76,206.4
32,01/29/13 11:04:02 PM,8.46,8.46,200.8
33,01/29/13 11:04:05 PM,8.46,8.46,198.0
34,01/29/13 11:04:08 PM,10.13,10.13,207.8
35,01/29/13 11:04:11 PM,9.01,9.01,206.4
36,01/29/13 11:04:14 PM,7.90,7.90,198.0
37,01/29/13 11:04:17 PM,10.13,10.13,188.1
38,01/29/13 11:04:20 PM,9.57,9.57,186.7
39,01/29/13 11:04:23 PM,8.46,8.46,189.5
40,01/29/13 11:04:26 PM,7.90,7.90,189.5
41,01/29/13 11:04:29 PM,6.76,6.76,196.5
42,01/29/13 11:04:32 PM,7.90,7.90,196.5
43,01/29/13 11:04:35 PM,6.76,6.76,206.4
44,01/29/13 11:04:38 PM,6.20,6.20,195.1
45,01/29/13 11:04:41 PM,5.64,5.64,195.1
46,01/29/13 11:04:44 PM,7.31,7.31,188.1
47,01/29/13 11:04:47 PM,7.31,7.31,192.3
48,01/29/13 11:04:50 PM,8.46,8.46,202.2
49,01/29/13 11:04:53 PM,7.90,7.90,214.8
50,01/29/13 11:04:56 PM,7.31,7.31,202.2
51,01/29/13 11:04:59 PM,8.46,8.46,193.7
52,01/29/13 11:05:02 PM,6.76,6.76,230.2
53,01/29/13 11:05:05 PM,6.76,6.76,217.6
54,01/29/13 11:05:08 PM,7.31,7.31,207.8
55,01/29/13 11:05:11 PM,7.90,7.90,182.5
56,01/29/13 11:05:14 PM,9.57,9.57,193.7
57,01/29/13 11:05:17 PM,12.39,12.39,193.7
58,01/29/13 11:05:20 PM,11.27,11.27,193.7
59,01/29/13 11:05:23 PM,10.13,10.13,202.2
60,01/29/13 11:05:26 PM,10.69,10.69,200.8
61,01/29/13 11:05:29 PM,12.39,12.39,202.2
62,01/29/13 11:05:32 PM,12.39,12.39,200.8
63,01/29/13 11:05:35 PM,9.57,9.57,195.1
