"Plot Title: ff2-91"
"#","Date Time, GMT+00:00","Wind Speed, mph","Gust Speed, mph","Wind Direction, ø"
1,01/29/13 10:51:57 PM,142.52,21.97,203.6
2,01/29/13 10:52:00 PM,10.69,10.69,172.7
3,01/29/13 10:52:03 PM,9.01,9.01,171.3
4,01/29/13 10:52:06 PM,10.13,10.13,178.3
5,01/29/13 10:52:09 PM,10.69,10.69,171.3
6,01/29/13 10:52:12 PM,10.13,10.13,172.7
7,01/29/13 10:52:15 PM,9.57,9.57,185.3
8,01/29/13 10:52:18 PM,6.20,6.20,182.5
9,01/29/13 10:52:21 PM,7.90,7.90,186.7
10,01/29/13 10:52:24 PM,7.31,7.31,172.7
11,01/29/13 10:52:27 PM,7.90,7.90,203.6
12,01/29/13 10:52:30 PM,7.31,7.31,192.3
13,01/29/13 10:52:33 PM,5.64,5.64,172.7
14,01/29/13 10:52:36 PM,8.46,8.46,172.7
15,01/29/13 10:52:39 PM,10.13,10.13,179.7
16,01/29/13 10:52:42 PM,9.57,9.57,164.3
17,01/29/13 10:52:45 PM,9.57,9.57,172.7
18,01/29/13 10:52:48 PM,9.57,9.57,172.7
19,01/29/13 10:52:51 PM,8.46,8.46,178.3
20,01/29/13 10:52:54 PM,8.46,8.46,207.8
21,01/29/13 10:52:57 PM,7.90,7.90,185.3
22,01/29/13 10:53:00 PM,8.46,8.46,186.7
23,01/29/13 10:53:03 PM,6.76,6.76,195.1
24,01/29/13 10:53:06 PM,7.90,7.90,188.1
25,01/29/13 10:53:09 PM,10.13,10.13,209.2
26,01/29/13 10:53:12 PM,11.27,11.27,174.1
27,01/29/13 10:53:15 PM,10.13,10.13,172.7
28,01/29/13 10:53:18 PM,10.69,10.69,126.4
29,01/29/13 10:53:21 PM,6.76,6.76,136.2
30,01/29/13 10:53:24 PM,5.64,5.64,169.9
31,01/29/13 10:53:27 PM,10.69,10.69,178.3
32,01/29/13 10:53:30 PM,11.83,11.83,195.1
33,01/29/13 10:53:33 PM,12.95,12.95,174.1
34,01/29/13 10:53:36 PM,12.95,12.95,176.9
35,01/29/13 10:53:39 PM,11.83,11.83,186.7
36,01/29/13 10:53:42 PM,11.27,11.27,186.7
37,01/29/13 10:53:45 PM,10.13,10.13,188.1
38,01/29/13 10:53:48 PM,11.83,11.83,188.1
39,01/29/13 10:53:51 PM,9.57,9.57,196.5
40,01/29/13 10:53:54 PM,10.13,10.13,167.1
41,01/29/13 10:53:57 PM,10.69,10.69,179.7
42,01/29/13 10:54:00 PM,10.13,10.13,181.1
43,01/29/13 10:54:03 PM,12.39,12.39,172.7
44,01/29/13 10:54:06 PM,12.39,12.39,165.7
45,01/29/13 10:54:09 PM,10.69,10.69,158.6
46,01/29/13 10:54:12 PM,9.01,9.01,174.1
47,01/29/13 10:54:15 PM,9.01,9.01,174.1
48,01/29/13 10:54:18 PM,7.90,7.90,155.8
49,01/29/13 10:54:21 PM,8.46,8.46,185.3
50,01/29/13 10:54:24 PM,10.13,10.13,179.7
51,01/29/13 10:54:27 PM,10.69,10.69,196.5
52,01/29/13 10:54:30 PM,10.13,10.13,181.1
53,01/29/13 10:54:33 PM,7.90,7.90,179.7
54,01/29/13 10:54:36 PM,10.13,10.13,172.7
55,01/29/13 10:54:39 PM,10.69,10.69,172.7
56,01/29/13 10:54:42 PM,11.27,11.27,171.3
57,01/29/13 10:54:45 PM,10.13,10.13,188.1
58,01/29/13 10:54:48 PM,10.13,10.13,185.3
59,01/29/13 10:54:51 PM,13.51,13.51,171.3
60,01/29/13 10:54:54 PM,16.33,16.33,165.7
61,01/29/13 10:54:57 PM,12.39,12.39,165.7
62,01/29/13 10:55:00 PM,12.95,12.95,179.7
63,01/29/13 10:55:03 PM,14.09,14.09,181.1
64,01/29/13 10:55:06 PM,14.09,14.09,212.0
65,01/29/13 10:55:09 PM,13.51,13.51,172.7
66,01/29/13 10:55:12 PM,16.89,16.89,186.7
67,01/29/13 10:55:15 PM,12.39,12.39,206.4
