"Plot Title: ff2-65"
"#","Date Time, GMT+00:00","Wind Speed, mph","Gust Speed, mph","Wind Direction, ø"
1,01/29/13 11:03:29 PM,2.26,5.08,60.4
2,01/29/13 11:03:32 PM,1.12,1.12,157.2
3,01/29/13 11:03:35 PM,1.12,1.12,158.6
4,01/29/13 11:03:38 PM,2.82,2.82,203.6
5,01/29/13 11:03:41 PM,3.38,3.38,140.4
6,01/29/13 11:03:44 PM,3.94,3.94,167.1
7,01/29/13 11:03:47 PM,1.12,1.12,157.2
8,01/29/13 11:03:50 PM,2.82,2.82,185.3
9,01/29/13 11:03:53 PM,2.26,2.26,136.2
10,01/29/13 11:03:56 PM,1.12,1.12,136.2
11,01/29/13 11:03:59 PM,1.70,1.70,233.1
12,01/29/13 11:04:02 PM,0.00,0.00,271.0
13,01/29/13 11:04:05 PM,0.00,0.00,271.0
14,01/29/13 11:04:08 PM,1.12,1.12,268.1
15,01/29/13 11:04:11 PM,0.00,0.00,268.1
16,01/29/13 11:04:14 PM,0.00,0.00,247.1
17,01/29/13 11:04:17 PM,0.00,0.00,195.1
18,01/29/13 11:04:20 PM,0.00,0.00,141.8
19,01/29/13 11:04:23 PM,0.00,0.00,150.2
20,01/29/13 11:04:26 PM,1.70,1.70,140.4
21,01/29/13 11:04:29 PM,2.82,2.82,186.7
22,01/29/13 11:04:32 PM,2.26,2.26,169.9
23,01/29/13 11:04:35 PM,1.70,1.70,176.9
24,01/29/13 11:04:38 PM,0.56,0.56,165.7
25,01/29/13 11:04:41 PM,1.70,1.70,165.7
26,01/29/13 11:04:44 PM,0.00,0.00,165.7
27,01/29/13 11:04:47 PM,0.00,0.00,165.7
28,01/29/13 11:04:50 PM,0.00,0.00,165.7
29,01/29/13 11:04:53 PM,0.00,0.00,165.7
30,01/29/13 11:04:56 PM,0.00,0.00,165.7
31,01/29/13 11:04:59 PM,0.56,0.56,165.7
32,01/29/13 11:05:02 PM,0.00,0.00,165.7
33,01/29/13 11:05:05 PM,0.56,0.56,167.1
34,01/29/13 11:05:08 PM,1.12,1.12,171.3
35,01/29/13 11:05:11 PM,0.00,0.00,171.3
36,01/29/13 11:05:14 PM,3.38,3.38,196.5
37,01/29/13 11:05:17 PM,1.12,1.12,171.3
38,01/29/13 11:05:20 PM,1.12,1.12,143.2
39,01/29/13 11:05:23 PM,0.00,0.00,143.2
40,01/29/13 11:05:26 PM,0.56,0.56,126.4
41,01/29/13 11:05:29 PM,1.70,1.70,126.4
42,01/29/13 11:05:32 PM,1.70,1.70,129.2
43,01/29/13 11:05:35 PM,2.26,2.26,179.7
44,01/29/13 11:05:38 PM,0.56,0.56,231.6
45,01/29/13 11:05:41 PM,0.00,0.00,224.6
46,01/29/13 11:05:44 PM,0.00,0.00,224.6
47,01/29/13 11:05:47 PM,0.00,0.00,220.4
48,01/29/13 11:05:50 PM,0.00,0.00,195.1
49,01/29/13 11:05:53 PM,0.56,0.56,185.3
50,01/29/13 11:05:56 PM,0.00,0.00,185.3
51,01/29/13 11:05:59 PM,0.00,0.00,185.3
52,01/29/13 11:06:02 PM,0.00,0.00,185.3
53,01/29/13 11:06:05 PM,0.00,0.00,185.3
54,01/29/13 11:06:08 PM,0.00,0.00,209.2
55,01/29/13 11:06:11 PM,0.00,0.00,216.2
56,01/29/13 11:06:14 PM,0.00,0.00,216.2
57,01/29/13 11:06:17 PM,2.26,2.26,143.2
58,01/29/13 11:06:20 PM,4.50,4.50,226.0
59,01/29/13 11:06:23 PM,3.94,3.94,207.8
60,01/29/13 11:06:26 PM,2.82,2.82,157.2
61,01/29/13 11:06:29 PM,3.38,3.38,203.6
62,01/29/13 11:06:32 PM,0.56,0.56,200.8
63,01/29/13 11:06:35 PM,0.00,0.00,195.1
64,01/29/13 11:06:38 PM,0.56,0.56,195.1
65,01/29/13 11:06:41 PM,1.70,1.70,162.9
66,01/29/13 11:06:44 PM,2.82,2.82,195.1
67,01/29/13 11:06:47 PM,2.26,2.26,174.1
68,01/29/13 11:06:50 PM,1.12,1.12,189.5
69,01/29/13 11:06:53 PM,0.00,0.00,189.5
70,01/29/13 11:06:56 PM,0.00,0.00,193.7
71,01/29/13 11:06:59 PM,0.00,0.00,242.9
